CpG,Module,Strategy
cg10717290,1239,singleton
cg10691866,1240,singleton
cg10691109,1241,singleton
cg09748749,1242,singleton
cg09499629,1243,singleton
cg08904363,1244,singleton
cg05045981,1245,singleton
cg08713098,1246,singleton
cg08637618,1247,singleton
cg08550101,1248,singleton
cg08528826,1249,singleton
cg08352439,1250,singleton
cg08337633,1251,singleton
cg07981013,1252,singleton
cg07959771,1253,singleton
cg02412346,1254,singleton
cg02729030,1255,singleton
cg02624770,1256,singleton
cg02530350,1257,singleton
cg02530022,1258,singleton
cg02524946,1259,singleton
cg02506717,1260,singleton
cg02456087,1261,singleton
cg02440744,1262,singleton
cg02979224,1263,singleton
cg02383785,1264,singleton
cg02285887,1265,singleton
cg02203656,1266,singleton
cg01963002,1267,singleton
cg01914621,1268,singleton
cg01807131,1269,singleton
cg01493685,1270,singleton
cg01429360,1271,singleton
cg04088697,1272,singleton
cg05009601,1273,singleton
cg04955333,1274,singleton
cg04819580,1275,singleton
cg04528819,1276,singleton
cg04427498,1277,singleton
cg04292993,1278,singleton
cg04218035,1279,singleton
cg04098052,1280,singleton
cg07583137,1281,singleton
cg04084157,1282,singleton
cg03775422,1283,singleton
cg03584351,1284,singleton
cg03473532,1285,singleton
cg03333330,1286,singleton
cg03289906,1287,singleton
cg03179542,1288,singleton
cg21325715,1289,singleton
cg22156456,1290,singleton
cg21922223,1291,singleton
cg21706229,1292,singleton
cg21692159,1293,singleton
cg21584710,1294,singleton
cg21515349,1295,singleton
cg21452942,1296,singleton
cg21437548,1297,singleton
cg22361181,1298,singleton
cg21280392,1299,singleton
cg21095561,1300,singleton
cg20752878,1301,singleton
cg20637609,1302,singleton
cg20629183,1303,singleton
cg20556951,1304,singleton
cg20303331,1305,singleton
cg20189674,1306,singleton
cg24212517,1307,singleton
cg26211349,1308,singleton
cg26094554,1309,singleton
cg25918821,1310,singleton
cg25537245,1311,singleton
cg24847230,1312,singleton
cg24711367,1313,singleton
cg24434387,1314,singleton
cg24394631,1315,singleton
cg20067719,1316,singleton
cg24082871,1317,singleton
cg23960707,1318,singleton
cg23950157,1319,singleton
cg23663547,1320,singleton
cg23490727,1321,singleton
cg23488804,1322,singleton
cg23103688,1323,singleton
cg16477091,1324,singleton
cg17832704,1325,singleton
cg17523868,1326,singleton
cg17471928,1327,singleton
cg17255712,1328,singleton
cg17228560,1329,singleton
cg17024199,1330,singleton
cg16700282,1331,singleton
cg16652063,1332,singleton
cg18255166,1333,singleton
cg16347279,1334,singleton
cg16135698,1335,singleton
cg15704699,1336,singleton
cg15557036,1337,singleton
cg15182790,1338,singleton
cg15001747,1339,singleton
cg15000379,1340,singleton
cg14901671,1341,singleton
cg19179801,1342,singleton
cg19804488,1343,singleton
cg19761273,1344,singleton
cg19758448,1345,singleton
cg19697725,1346,singleton
cg19587434,1347,singleton
cg19539667,1348,singleton
cg19413066,1349,singleton
cg19408882,1350,singleton
cg26628907,1351,singleton
cg19031565,1352,singleton
cg18760496,1353,singleton
cg18647570,1354,singleton
cg18618815,1355,singleton
cg18490846,1356,singleton
cg18363008,1357,singleton
cg18268547,1358,singleton
cg21375294,1359,singleton
cg25112291,1360,singleton
cg24217948,1361,singleton
cg23718736,1362,singleton
cg23505303,1363,singleton
cg23484392,1364,singleton
cg22105145,1365,singleton
cg21469505,1366,singleton
cg21381065,1367,singleton
cg25453381,1368,singleton
cg20026939,1369,singleton
cg19560701,1370,singleton
cg19558029,1371,singleton
cg18989081,1372,singleton
cg18139195,1373,singleton
cg17299899,1374,singleton
cg17243289,1375,singleton
cg17143518,1376,singleton
cg02100819,1377,singleton
cg02997982,1378,singleton
cg02428119,1379,singleton
cg02406092,1380,singleton
cg02385167,1381,singleton
cg02343318,1382,singleton
cg02301740,1383,singleton
cg02250846,1384,singleton
cg02189888,1385,singleton
cg16762684,1386,singleton
cg01330060,1387,singleton
cg01055871,1388,singleton
cg00863306,1389,singleton
cg00298065,1390,singleton
cg00008033,1391,singleton
cg26914205,1392,singleton
cg26355573,1393,singleton
cg02250594,1394,singleton
cg06544405,1395,singleton
cg05568490,1396,singleton
cg05328197,1397,singleton
cg05176991,1398,singleton
cg04908789,1399,singleton
cg04017533,1400,singleton
cg03599357,1401,singleton
cg02360939,1402,singleton
cg06641153,1403,singleton
cg01059449,1404,singleton
cg00525823,1405,singleton
cg00399483,1406,singleton
cg27401724,1407,singleton
cg26918577,1408,singleton
cg26748477,1409,singleton
cg26631505,1410,singleton
cg11154070,1411,singleton
cg16547027,1412,singleton
cg16501308,1413,singleton
cg16423682,1414,singleton
cg16193295,1415,singleton
cg15536830,1416,singleton
cg15393702,1417,singleton
cg15215560,1418,singleton
cg13690424,1419,singleton
cg14719333,1420,singleton
cg11082907,1421,singleton
cg10717463,1422,singleton
cg09275869,1423,singleton
cg08076830,1424,singleton
cg07858908,1425,singleton
cg07653946,1426,singleton
cg07300558,1427,singleton
cg00062245,1428,singleton
cg00934987,1429,singleton
cg00873351,1430,singleton
cg00524443,1431,singleton
cg00462994,1432,singleton
cg00158333,1433,singleton
cg00101260,1434,singleton
cg00081324,1435,singleton
cg00072720,1436,singleton
cg00960395,1437,singleton
cg27409771,1438,singleton
cg27282264,1439,singleton
cg27269561,1440,singleton
cg27151362,1441,singleton
cg27122536,1442,singleton
cg27093871,1443,singleton
cg27038676,1444,singleton
cg27017172,1445,singleton
cg01676322,1446,singleton
cg03363743,1447,singleton
cg03114057,1448,singleton
cg02867102,1449,singleton
cg02721902,1450,singleton
cg02550119,1451,singleton
cg02503376,1452,singleton
cg02489908,1453,singleton
cg02129603,1454,singleton
cg27015931,1455,singleton
cg01622018,1456,singleton
cg01620309,1457,singleton
cg01538166,1458,singleton
cg01502244,1459,singleton
cg01497613,1460,singleton
cg01461824,1461,singleton
cg01222316,1462,singleton
cg09882901,1463,singleton
cg12688670,1464,singleton
cg11919694,1465,singleton
cg11667754,1466,singleton
cg11419186,1467,singleton
cg11220950,1468,singleton
cg11181171,1469,singleton
cg10424974,1470,singleton
cg10297473,1471,singleton
cg13494498,1472,singleton
cg09825093,1473,singleton
cg09816471,1474,singleton
cg09794131,1475,singleton
cg09780767,1476,singleton
cg09567725,1477,singleton
cg09308553,1478,singleton
cg09234672,1479,singleton
cg20751926,1480,singleton
cg26808293,1481,singleton
cg26787199,1482,singleton
cg26770907,1483,singleton
cg26648818,1484,singleton
cg26489497,1485,singleton
cg26470798,1486,singleton
cg22947000,1487,singleton
cg21530890,1488,singleton
cg03385864,1489,singleton
cg18867659,1490,singleton
cg16622061,1491,singleton
cg16075504,1492,singleton
cg16031065,1493,singleton
cg14676592,1494,singleton
cg14585371,1495,singleton
cg14244577,1496,singleton
cg11024682,1497,singleton
cg12116288,1498,singleton
cg11993754,1499,singleton
cg11992940,1500,singleton
cg11909912,1501,singleton
cg11769332,1502,singleton
cg11622162,1503,singleton
cg11447922,1504,singleton
cg11331344,1505,singleton
cg12197142,1506,singleton
cg10606834,1507,singleton
cg10277912,1508,singleton
cg09808774,1509,singleton
cg09164913,1510,singleton
cg08810238,1511,singleton
cg08301612,1512,singleton
cg08223837,1513,singleton
cg08090640,1514,singleton
cg13390332,1515,singleton
cg14609289,1516,singleton
cg14431361,1517,singleton
cg14265068,1518,singleton
cg14202850,1519,singleton
cg13944018,1520,singleton
cg13918518,1521,singleton
cg13683374,1522,singleton
cg13675837,1523,singleton
cg07963349,1524,singleton
cg13029847,1525,singleton
cg12798194,1526,singleton
cg12779301,1527,singleton
cg12739664,1528,singleton
cg12533496,1529,singleton
cg12467933,1530,singleton
cg12350474,1531,singleton
cg04055490,1532,singleton
cg04439252,1533,singleton
cg04305399,1534,singleton
cg04304770,1535,singleton
cg04303382,1536,singleton
cg04209460,1537,singleton
cg04193015,1538,singleton
cg04169021,1539,singleton
cg04157263,1540,singleton
cg04544699,1541,singleton
cg03902729,1542,singleton
cg03752138,1543,singleton
cg03671597,1544,singleton
cg03643998,1545,singleton
cg03572011,1546,singleton
cg03508063,1547,singleton
cg03431918,1548,singleton
cg06419432,1549,singleton
cg07169873,1550,singleton
cg06971092,1551,singleton
cg06874016,1552,singleton
cg06769994,1553,singleton
cg06700275,1554,singleton
cg06681768,1555,singleton
cg06638433,1556,singleton
cg06474661,1557,singleton
cg03172991,1558,singleton
cg06163904,1559,singleton
cg05668853,1560,singleton
cg05379350,1561,singleton
cg05210615,1562,singleton
cg04971534,1563,singleton
cg04890576,1564,singleton
cg04766061,1565,singleton
cg17729667,1566,singleton
cg19753867,1567,singleton
cg19702785,1568,singleton
cg19284211,1569,singleton
cg18808904,1570,singleton
cg18725681,1571,singleton
cg18396157,1572,singleton
cg17832991,1573,singleton
cg17737621,1574,singleton
cg20277905,1575,singleton
cg17409313,1576,singleton
cg16390060,1577,singleton
cg16321524,1578,singleton
cg16205854,1579,singleton
cg15743533,1580,singleton
cg15001687,1581,singleton
cg13279927,1582,singleton
cg12338552,1583,singleton
cg24236591,1584,singleton
cg00871610,1585,singleton
cg00686880,1586,singleton
cg26332061,1587,singleton
cg26186239,1588,singleton
cg26137868,1589,singleton
cg26126740,1590,singleton
cg24504569,1591,singleton
cg24403644,1592,singleton
cg11866756,1593,singleton
cg24168221,1594,singleton
cg23695133,1595,singleton
cg23581541,1596,singleton
cg23534245,1597,singleton
cg22709307,1598,singleton
cg22468075,1599,singleton
cg21343919,1600,singleton
cg04348305,1601,singleton
cg06739520,1602,singleton
cg06680481,1603,singleton
cg06369624,1604,singleton
cg06228507,1605,singleton
cg06132069,1606,singleton
cg05936441,1607,singleton
cg05205351,1608,singleton
cg04555665,1609,singleton
cg07215199,1610,singleton
cg03758021,1611,singleton
cg03511041,1612,singleton
cg03495011,1613,singleton
cg03224418,1614,singleton
cg03206537,1615,singleton
cg03055693,1616,singleton
cg02979923,1617,singleton
cg02898293,1618,singleton
cg08582485,1619,singleton
cg11769163,1620,singleton
cg11703632,1621,singleton
cg11436113,1622,singleton
cg11367633,1623,singleton
cg10625705,1624,singleton
cg10481065,1625,singleton
cg09088834,1626,singleton
cg08878177,1627,singleton
cg01007374,1628,singleton
cg08463758,1629,singleton
cg07991288,1630,singleton
cg07676002,1631,singleton
cg07609788,1632,singleton
cg07400877,1633,singleton
cg07258627,1634,singleton
cg07247419,1635,singleton
cg05114959,1636,singleton
cg12451153,1637,singleton
cg12373771,1638,singleton
cg12078929,1639,singleton
cg08415592,1640,singleton
cg07127410,1641,singleton
cg06623197,1642,singleton
cg06561329,1643,singleton
cg05442902,1644,singleton
cg13020518,1645,singleton
cg04976697,1646,singleton
cg04800681,1647,singleton
cg03972838,1648,singleton
cg02792538,1649,singleton
cg02713951,1650,singleton
cg02583938,1651,singleton
cg02412616,1652,singleton
cg01949403,1653,singleton
cg20773033,1654,singleton
cg00001583,1655,singleton
cg27166177,1656,singleton
cg26373518,1657,singleton
cg23850277,1658,singleton
cg23124451,1659,singleton
cg22982767,1660,singleton
cg21840875,1661,singleton
cg21064451,1662,singleton
cg01912455,1663,singleton
cg20256245,1664,singleton
cg19816290,1665,singleton
cg15383276,1666,singleton
cg15379633,1667,singleton
cg14398464,1668,singleton
cg14127659,1669,singleton
cg14095048,1670,singleton
cg06171420,1671,singleton
cg13524919,1672,singleton
cg12409525,1673,singleton
cg10850930,1674,singleton
cg10803722,1675,singleton
cg10722799,1676,singleton
cg10636297,1677,singleton
cg10572943,1678,singleton
cg08247806,1679,singleton
cg14374829,1680,singleton
cg05762769,1681,singleton
cg05156137,1682,singleton
cg04965987,1683,singleton
cg04753583,1684,singleton
cg03876085,1685,singleton
cg03431738,1686,singleton
cg01605783,1687,singleton
cg00040575,1688,singleton
cg01806921,1689,singleton
cg01514353,1690,singleton
cg01234420,1691,singleton
cg01127300,1692,singleton
cg00947744,1693,singleton
cg00725138,1694,singleton
cg00419702,1695,singleton
cg00058879,1696,singleton
cg02151301,1697,singleton
cg23089840,1698,singleton
cg21152177,1699,singleton
cg20269359,1700,singleton
cg18371700,1701,singleton
cg16345647,1702,singleton
cg14947929,1703,singleton
cg14394939,1704,singleton
cg10743390,1705,singleton
cg12068124,1706,singleton
cg12018403,1707,singleton
cg11998703,1708,singleton
cg11846956,1709,singleton
cg11749828,1710,singleton
cg11558731,1711,singleton
cg11521325,1712,singleton
cg10962535,1713,singleton
cg12078229,1714,singleton
cg10695490,1715,singleton
cg10601582,1716,singleton
cg10498798,1717,singleton
cg10490206,1718,singleton
cg10313673,1719,singleton
cg10286380,1720,singleton
cg10190416,1721,singleton
cg10052840,1722,singleton
cg13434396,1723,singleton
cg14770827,1724,singleton
cg14719352,1725,singleton
cg14284824,1726,singleton
cg14254534,1727,singleton
cg14074174,1728,singleton
cg13672300,1729,singleton
cg13640414,1730,singleton
cg13455326,1731,singleton
cg09461728,1732,singleton
cg13393785,1733,singleton
cg12946225,1734,singleton
cg12776966,1735,singleton
cg12706938,1736,singleton
cg12580096,1737,singleton
cg12163871,1738,singleton
cg12110750,1739,singleton
cg04532834,1740,singleton
cg05923226,1741,singleton
cg05619598,1742,singleton
cg05488632,1743,singleton
cg05346491,1744,singleton
cg05260085,1745,singleton
cg04711162,1746,singleton
cg04689379,1747,singleton
cg04600297,1748,singleton
cg06399302,1749,singleton
cg04469880,1750,singleton
cg04410715,1751,singleton
cg04168853,1752,singleton
cg04084088,1753,singleton
cg04062391,1754,singleton
cg04059773,1755,singleton
cg03975694,1756,singleton
cg08302480,1757,singleton
cg09381003,1758,singleton
cg09054960,1759,singleton
cg08928145,1760,singleton
cg08849574,1761,singleton
cg08845333,1762,singleton
cg08694544,1763,singleton
cg08602008,1764,singleton
cg08393317,1765,singleton
cg14934280,1766,singleton
cg08278741,1767,singleton
cg07843120,1768,singleton
cg07606495,1769,singleton
cg07068062,1770,singleton
cg06745001,1771,singleton
cg06599169,1772,singleton
cg06419793,1773,singleton
cg24739326,1774,singleton
cg26968812,1775,singleton
cg26842596,1776,singleton
cg26842024,1777,singleton
cg26005082,1778,singleton
cg25782440,1779,singleton
cg25264101,1780,singleton
cg24883498,1781,singleton
cg24848615,1782,singleton
cg26969888,1783,singleton
cg24724596,1784,singleton
cg24724506,1785,singleton
cg23994468,1786,singleton
cg23677833,1787,singleton
cg23397578,1788,singleton
cg22928954,1789,singleton
cg22824998,1790,singleton
cg22517995,1791,singleton
cg00858599,1792,singleton
cg02124499,1793,singleton
cg02004723,1794,singleton
cg01650904,1795,singleton
cg01618988,1796,singleton
cg01346423,1797,singleton
cg01293143,1798,singleton
cg01256165,1799,singleton
cg00862894,1800,singleton
cg22202689,1801,singleton
cg00636737,1802,singleton
cg00431114,1803,singleton
cg00387658,1804,singleton
cg00172672,1805,singleton
cg00103778,1806,singleton
cg27615578,1807,singleton
cg27333886,1808,singleton
cg16664617,1809,singleton
cg18693673,1810,singleton
cg18642503,1811,singleton
cg18435449,1812,singleton
cg17476026,1813,singleton
cg17471102,1814,singleton
cg17408527,1815,singleton
cg16911349,1816,singleton
cg16668176,1817,singleton
cg19298856,1818,singleton
cg16363586,1819,singleton
cg15801340,1820,singleton
cg15614917,1821,singleton
cg15495372,1822,singleton
cg15222651,1823,singleton
cg15091407,1824,singleton
cg14950321,1825,singleton
cg20964856,1826,singleton
cg22200289,1827,singleton
cg22060113,1828,singleton
cg21887940,1829,singleton
cg21748418,1830,singleton
cg21725716,1831,singleton
cg21657577,1832,singleton
cg21632975,1833,singleton
cg21328810,1834,singleton
cg09070371,1835,singleton
cg20797216,1836,singleton
cg20559657,1837,singleton
cg20119148,1838,singleton
cg20103701,1839,singleton
cg19809667,1840,singleton
cg19521693,1841,singleton
cg19375123,1842,singleton
cg27151122,1843,singleton
cg01236132,1844,singleton
cg00889398,1845,singleton
cg00743094,1846,singleton
cg00629427,1847,singleton
cg00574740,1848,singleton
cg00184376,1849,singleton
cg00055679,1850,singleton
cg27425327,1851,singleton
cg01297756,1852,singleton
cg27035734,1853,singleton
cg26985711,1854,singleton
cg26727693,1855,singleton
cg26725076,1856,singleton
cg26682900,1857,singleton
cg26300652,1858,singleton
cg26276120,1859,singleton
cg26153410,1860,singleton
cg03839709,1861,singleton
cg06195193,1862,singleton
cg06084210,1863,singleton
cg05905988,1864,singleton
cg05446322,1865,singleton
cg04865691,1866,singleton
cg04836038,1867,singleton
cg04493558,1868,singleton
cg04308040,1869,singleton
cg26074603,1870,singleton
cg03623878,1871,singleton
cg03388293,1872,singleton
cg02620013,1873,singleton
cg02558362,1874,singleton
cg02229135,1875,singleton
cg02057782,1876,singleton
cg01528028,1877,singleton
cg20375220,1878,singleton
cg22347212,1879,singleton
cg22344727,1880,singleton
cg21907579,1881,singleton
cg21834204,1882,singleton
cg21701379,1883,singleton
cg20717123,1884,singleton
cg20537640,1885,singleton
cg20495738,1886,singleton
cg22358580,1887,singleton
cg20252022,1888,singleton
cg20153322,1889,singleton
cg20107346,1890,singleton
cg19969606,1891,singleton
cg19722847,1892,singleton
cg19402885,1893,singleton
cg19395441,1894,singleton
cg19056004,1895,singleton
cg23436584,1896,singleton
cg25741452,1897,singleton
cg25176746,1898,singleton
cg25031476,1899,singleton
cg24856726,1900,singleton
cg24611446,1901,singleton
cg24535475,1902,singleton
cg24116870,1903,singleton
cg23739862,1904,singleton
cg06807397,1905,singleton
cg23368715,1906,singleton
cg23031493,1907,singleton
cg22864266,1908,singleton
cg22830707,1909,singleton
cg22682373,1910,singleton
cg22586653,1911,singleton
cg22489153,1912,singleton
cg27068143,1913,singleton
cg01566235,1914,singleton
cg01442601,1915,singleton
cg01160394,1916,singleton
cg01129459,1917,singleton
cg01104208,1918,singleton
cg01035771,1919,singleton
cg01022345,1920,singleton
cg00328051,1921,singleton
cg01611862,1922,singleton
cg24714905,1923,singleton
cg24690071,1924,singleton
cg24674215,1925,singleton
cg24601716,1926,singleton
cg24287239,1927,singleton
cg24051481,1928,singleton
cg23681440,1929,singleton
cg23588462,1930,singleton
cg02868468,1931,singleton
cg04194821,1932,singleton
cg03796729,1933,singleton
cg03703356,1934,singleton
cg03502791,1935,singleton
cg03047995,1936,singleton
cg03032497,1937,singleton
cg03008815,1938,singleton
cg02893604,1939,singleton
cg23361092,1940,singleton
cg02797271,1941,singleton
cg02395812,1942,singleton
cg02084669,1943,singleton
cg01983373,1944,singleton
cg01894846,1945,singleton
cg01794426,1946,singleton
cg01719405,1947,singleton
cg09513380,1948,singleton
cg14289542,1949,singleton
cg12603632,1950,singleton
cg11762968,1951,singleton
cg11283429,1952,singleton
cg11077516,1953,singleton
cg10738239,1954,singleton
cg10653131,1955,singleton
cg09668400,1956,singleton
cg15188010,1957,singleton
cg08612100,1958,singleton
cg08534628,1959,singleton
cg07935568,1960,singleton
cg07920503,1961,singleton
cg07860673,1962,singleton
cg07502829,1963,singleton
cg06883496,1964,singleton
cg18539122,1965,singleton
cg23142799,1966,singleton
cg23126342,1967,singleton
cg22277154,1968,singleton
cg21781979,1969,singleton
cg21186708,1970,singleton
cg20689135,1971,singleton
cg19050940,1972,singleton
cg18815647,1973,singleton
cg19016652,1974,singleton
cg18431640,1975,singleton
cg18236477,1976,singleton
cg17882660,1977,singleton
cg17369527,1978,singleton
cg17319774,1979,singleton
cg16708465,1980,singleton
cg16193278,1981,singleton
cg01787574,1982,singleton
cg03020208,1983,singleton
cg02795076,1984,singleton
cg02772266,1985,singleton
cg02420617,1986,singleton
cg02301528,1987,singleton
cg02153528,1988,singleton
cg01904393,1989,singleton
cg01820374,1990,singleton
cg03468072,1991,singleton
cg01687189,1992,singleton
cg01396176,1993,singleton
cg01295392,1994,singleton
cg00901320,1995,singleton
cg00854817,1996,singleton
cg00792107,1997,singleton
cg00753885,1998,singleton
cg27597956,1999,singleton
cg04604946,2000,singleton
cg05677041,2001,singleton
cg05242244,2002,singleton
cg05224385,2003,singleton
cg04980928,2004,singleton
cg04851712,2005,singleton
cg04794420,2006,singleton
cg04745384,2007,singleton
cg04671742,2008,singleton
cg27491887,2009,singleton
cg04588380,2010,singleton
cg04409030,2011,singleton
cg04162059,2012,singleton
cg04123409,2013,singleton
cg03810428,2014,singleton
cg03691549,2015,singleton
cg03510486,2016,singleton
cg22458194,2017,singleton
cg23984434,2018,singleton
cg23972551,2019,singleton
cg23386330,2020,singleton
cg23323203,2021,singleton
cg23299618,2022,singleton
cg23003085,2023,singleton
cg22910449,2024,singleton
cg22740492,2025,singleton
cg24057710,2026,singleton
cg22183706,2027,singleton
cg22174486,2028,singleton
cg22097425,2029,singleton
cg21992250,2030,singleton
cg21683009,2031,singleton
cg21051972,2032,singleton
cg20892990,2033,singleton
cg25608626,2034,singleton
cg27235148,2035,singleton
cg27209729,2036,singleton
cg27130665,2037,singleton
cg26949694,2038,singleton
cg26166595,2039,singleton
cg25994988,2040,singleton
cg25962210,2041,singleton
cg25625514,2042,singleton
cg05899984,2043,singleton
cg25424279,2044,singleton
cg25195288,2045,singleton
cg24987259,2046,singleton
cg24986840,2047,singleton
cg24719321,2048,singleton
cg24322623,2049,singleton
cg24099956,2050,singleton
cg13817265,2051,singleton
cg16235197,2052,singleton
cg15989810,2053,singleton
cg15240733,2054,singleton
cg15125438,2055,singleton
cg14195318,2056,singleton
cg14189750,2057,singleton
cg14120215,2058,singleton
cg13929658,2059,singleton
cg16562275,2060,singleton
cg13446772,2061,singleton
cg13234863,2062,singleton
cg13234415,2063,singleton
cg13203811,2064,singleton
cg13120986,2065,singleton
cg12951726,2066,singleton
cg12949547,2067,singleton
cg12103569,2068,singleton
cg17436656,2069,singleton
cg18628483,2070,singleton
cg18573383,2071,singleton
cg18473521,2072,singleton
cg18217632,2073,singleton
cg18215449,2074,singleton
cg18070593,2075,singleton
cg18037834,2076,singleton
cg17524886,2077,singleton
cg11826475,2078,singleton
cg17183905,2079,singleton
cg17139392,2080,singleton
cg17101285,2081,singleton
cg17094065,2082,singleton
cg17029354,2083,singleton
cg16881676,2084,singleton
cg16601359,2085,singleton
cg07123069,2086,singleton
cg08622677,2087,singleton
cg08286181,2088,singleton
cg08285141,2089,singleton
cg07650504,2090,singleton
cg07645980,2091,singleton
cg07388347,2092,singleton
cg07266404,2093,singleton
cg07217499,2094,singleton
cg08888956,2095,singleton
cg06899799,2096,singleton
cg06850660,2097,singleton
cg06826457,2098,singleton
cg06647068,2099,singleton
cg06552356,2100,singleton
cg06492796,2101,singleton
cg06085994,2102,singleton
cg10366797,2103,singleton
cg11791577,2104,singleton
cg11717507,2105,singleton
cg11649376,2106,singleton
cg11549972,2107,singleton
cg11009362,2108,singleton
cg10810799,2109,singleton
cg10778288,2110,singleton
cg10646402,2111,singleton
cg04326198,2112,singleton
cg10253371,2113,singleton
cg10234991,2114,singleton
cg10141715,2115,singleton
cg09595479,2116,singleton
cg09417809,2117,singleton
cg09278098,2118,singleton
cg08900043,2119,singleton
cg21322248,2120,singleton
cg24405716,2121,singleton
cg24263283,2122,singleton
cg23538901,2123,singleton
cg22930275,2124,singleton
cg22694275,2125,singleton
cg22586221,2126,singleton
cg22108374,2127,singleton
cg22107533,2128,singleton
cg24493446,2129,singleton
cg21296230,2130,singleton
cg21147648,2131,singleton
cg20951555,2132,singleton
cg20941110,2133,singleton
cg20902817,2134,singleton
cg20726664,2135,singleton
cg20557801,2136,singleton
cg20544651,2137,singleton
cg26342078,2138,singleton
cg00465277,2139,singleton
cg00451635,2140,singleton
cg00451194,2141,singleton
cg00448560,2142,singleton
cg00220294,2143,singleton
cg00083833,2144,singleton
cg27219955,2145,singleton
cg26544870,2146,singleton
cg20510724,2147,singleton
cg26290926,2148,singleton
cg26053864,2149,singleton
cg25716623,2150,singleton
cg25665697,2151,singleton
cg25590826,2152,singleton
cg25584930,2153,singleton
cg24497836,2154,singleton
cg13563725,2155,singleton
cg16208657,2156,singleton
cg16107285,2157,singleton
cg14494620,2158,singleton
cg14428590,2159,singleton
cg14385245,2160,singleton
cg14093936,2161,singleton
cg14021153,2162,singleton
cg13586457,2163,singleton
cg16409367,2164,singleton
cg13055199,2165,singleton
cg12902039,2166,singleton
cg12856183,2167,singleton
cg12530503,2168,singleton
cg12014646,2169,singleton
cg12009872,2170,singleton
cg11480800,2171,singleton
cg17661642,2172,singleton
cg20359888,2173,singleton
cg19988449,2174,singleton
cg19823138,2175,singleton
cg19670290,2176,singleton
cg19433091,2177,singleton
cg18306747,2178,singleton
cg17841803,2179,singleton
cg17721618,2180,singleton
cg00551679,2181,singleton
cg17497271,2182,singleton
cg17232357,2183,singleton
cg17180678,2184,singleton
cg17074353,2185,singleton
cg17051321,2186,singleton
cg16765088,2187,singleton
cg16717122,2188,singleton
cg05469614,2189,singleton
cg06174989,2190,singleton
cg06170683,2191,singleton
cg06081518,2192,singleton
cg05915866,2193,singleton
cg05872614,2194,singleton
cg05831242,2195,singleton
cg05691543,2196,singleton
cg05557932,2197,singleton
cg06846010,2198,singleton
cg05448715,2199,singleton
cg05405914,2200,singleton
cg05261851,2201,singleton
cg05085585,2202,singleton
cg05071046,2203,singleton
cg04987608,2204,singleton
cg04961620,2205,singleton
cg04853843,2206,singleton
cg08280468,2207,singleton
cg08949164,2208,singleton
cg08871244,2209,singleton
cg08770761,2210,singleton
cg08683263,2211,singleton
cg08619515,2212,singleton
cg08529399,2213,singleton
cg08310088,2214,singleton
cg08285646,2215,singleton
cg04834502,2216,singleton
cg08236479,2217,singleton
cg08214995,2218,singleton
cg07744912,2219,singleton
cg07602841,2220,singleton
cg07514158,2221,singleton
cg07112260,2222,singleton
cg06852240,2223,singleton
cg01851378,2224,singleton
cg03205252,2225,singleton
cg03155159,2226,singleton
cg03133987,2227,singleton
cg02930721,2228,singleton
cg02864757,2229,singleton
cg02709321,2230,singleton
cg02455820,2231,singleton
cg02057239,2232,singleton
cg03467555,2233,singleton
cg01797043,2234,singleton
cg01700290,2235,singleton
cg01420159,2236,singleton
cg00921350,2237,singleton
cg00876127,2238,singleton
cg00863378,2239,singleton
cg00584450,2240,singleton
cg04229059,2241,singleton
cg04786287,2242,singleton
cg04710528,2243,singleton
cg04594378,2244,singleton
cg04543289,2245,singleton
cg04534926,2246,singleton
cg04347161,2247,singleton
cg04313338,2248,singleton
cg04235075,2249,singleton
cg11119742,2250,singleton
cg04081201,2251,singleton
cg04033732,2252,singleton
cg04033022,2253,singleton
cg03970615,2254,singleton
cg03901431,2255,singleton
cg03746976,2256,singleton
cg03598338,2257,singleton
cg13509849,2258,singleton
cg15867698,2259,singleton
cg15345741,2260,singleton
cg15238382,2261,singleton
cg14977938,2262,singleton
cg14359680,2263,singleton
cg14334310,2264,singleton
cg14290904,2265,singleton
cg14186066,2266,singleton
cg16015593,2267,singleton
cg13364038,2268,singleton
cg12833465,2269,singleton
cg12422450,2270,singleton
cg12189551,2271,singleton
cg12033216,2272,singleton
cg11813489,2273,singleton
cg11468522,2274,singleton
cg10876207,2275,singleton
cg18369034,2276,singleton
cg21049809,2277,singleton
cg20548888,2278,singleton
cg20306574,2279,singleton
cg20066488,2280,singleton
cg19874726,2281,singleton
cg19838043,2282,singleton
cg19645221,2283,singleton
cg18875371,2284,singleton
cg10746542,2285,singleton
cg18359618,2286,singleton
cg17696160,2287,singleton
cg16804284,2288,singleton
cg16746355,2289,singleton
cg16379910,2290,singleton
cg16319578,2291,singleton
cg16139785,2292,singleton
cg05086282,2293,singleton
cg05897809,2294,singleton
cg05872306,2295,singleton
cg05786809,2296,singleton
cg05339605,2297,singleton
cg05339415,2298,singleton
cg05335975,2299,singleton
cg05182249,2300,singleton
cg05168491,2301,singleton
cg05934592,2302,singleton
cg04953061,2303,singleton
cg04792813,2304,singleton
cg04742397,2305,singleton
cg04623955,2306,singleton
cg04548856,2307,singleton
cg04398950,2308,singleton
cg04379738,2309,singleton
cg07113136,2310,singleton
cg10195687,2311,singleton
cg09624466,2312,singleton
cg08247587,2313,singleton
cg08196032,2314,singleton
